State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g),State Code,Division,Region
Arizona,AZ,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2540,32.8,3351.0,AZ,West,Mountain
Arizona,AZ,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,835,33.6,3363.6,AZ,West,Mountain
Arizona,AZ,2017,M,Unknown or Not Stated,-9,305,29.2,3218.5,AZ,West,Mountain
Arizona,AZ,2018,F,8th grade or less,1,1172,29.5,3224.7,AZ,West,Mountain
Arizona,AZ,2018,F,9th through 12th grade with no diploma,2,5420,24.9,3172.1,AZ,West,Mountain
Arizona,AZ,2018,F,High school graduate or GED completed,3,10416,26.5,3197.5,AZ,West,Mountain
Arizona,AZ,2018,F,"Some college credit, but not a degree",4,9098,28.1,3224.5,AZ,West,Mountain
Arizona,AZ,2018,F,"Associate degree (AA, AS)",5,3364,29.6,3229.8,AZ,West,Mountain
Arizona,AZ,2018,F,"Bachelor's degree (BA, AB, BS)",6,6494,31.2,3272.2,AZ,West,Mountain
Arizona,AZ,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2507,32.8,3252.8,AZ,West,Mountain
Arizona,AZ,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,739,34.0,3172.0,AZ,West,Mountain
Arizona,AZ,2018,F,Unknown or Not Stated,-9,179,28.4,3008.2,AZ,West,Mountain
Arizona,AZ,2018,M,8th grade or less,1,1222,29.5,3286.6,AZ,West,Mountain
Arizona,AZ,2018,M,9th through 12th grade with no diploma,2,5682,25.1,3269.5,AZ,West,Mountain
Arizona,AZ,2018,M,High school graduate or GED completed,3,10887,26.5,3317.9,AZ,West,Mountain
Arizona,AZ,2018,M,"Some college credit, but not a degree",4,9563,28.0,3343.4,AZ,West,Mountain
Arizona,AZ,2018,M,"Associate degree (AA, AS)",5,3523,29.9,3360.1,AZ,West,Mountain
Arizona,AZ,2018,M,"Bachelor's degree (BA, AB, BS)",6,6832,31.2,3379.4,AZ,West,Mountain
Arizona,AZ,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2604,32.9,3356.8,AZ,West,Mountain
Arizona,AZ,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,836,33.8,3321.6,AZ,West,Mountain
Arizona,AZ,2018,M,Unknown or Not Stated,-9,185,28.7,3118.8,AZ,West,Mountain
Arizona,AZ,2019,F,8th grade or less,1,1083,29.6,3180.5,AZ,West,Mountain
Arizona,AZ,2019,F,9th through 12th grade with no diploma,2,5085,25.1,3168.3,AZ,West,Mountain
Arizona,AZ,2019,F,High school graduate or GED completed,3,10418,26.6,3204.0,AZ,West,Mountain
Arizona,AZ,2019,F,"Some college credit, but not a degree",4,8830,28.2,3237.9,AZ,West,Mountain
Arizona,AZ,2019,F,"Associate degree (AA, AS)",5,3384,29.9,3252.0,AZ,West,Mountain
Arizona,AZ,2019,F,"Bachelor's degree (BA, AB, BS)",6,6529,31.2,3268.0,AZ,West,Mountain
Arizona,AZ,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2479,32.8,3251.0,AZ,West,Mountain
Arizona,AZ,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,753,34.1,3222.6,AZ,West,Mountain
Arizona,AZ,2019,F,Unknown or Not Stated,-9,138,28.4,2953.7,AZ,West,Mountain
Arizona,AZ,2019,M,8th grade or less,1,1164,29.8,3335.9,AZ,West,Mountain
Arizona,AZ,2019,M,9th through 12th grade with no diploma,2,5265,25.1,3287.7,AZ,West,Mountain
Arizona,AZ,2019,M,High school graduate or GED completed,3,10875,26.6,3305.6,AZ,West,Mountain
Arizona,AZ,2019,M,"Some college credit, but not a degree",4,9419,28.2,3334.3,AZ,West,Mountain
Arizona,AZ,2019,M,"Associate degree (AA, AS)",5,3419,29.8,3368.7,AZ,West,Mountain
Arizona,AZ,2019,M,"Bachelor's degree (BA, AB, BS)",6,6937,31.2,3380.2,AZ,West,Mountain
Arizona,AZ,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2594,33.0,3368.6,AZ,West,Mountain
Arizona,AZ,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,803,34.0,3304.0,AZ,West,Mountain
Arizona,AZ,2019,M,Unknown or Not Stated,-9,200,29.1,3049.9,AZ,West,Mountain
Arizona,AZ,2020,F,8th grade or less,1,981,29.6,3195.8,AZ,West,Mountain
Arizona,AZ,2020,F,9th through 12th grade with no diploma,2,4665,25.2,3170.1,AZ,West,Mountain
Arizona,AZ,2020,F,High school graduate or GED completed,3,10275,26.7,3206.2,AZ,West,Mountain
Arizona,AZ,2020,F,"Some college credit, but not a degree",4,8564,28.4,3235.5,AZ,West,Mountain
Arizona,AZ,2020,F,"Associate degree (AA, AS)",5,3285,29.9,3248.6,AZ,West,Mountain
Arizona,AZ,2020,F,"Bachelor's degree (BA, AB, BS)",6,6563,31.2,3274.3,AZ,West,Mountain
Arizona,AZ,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2449,32.9,3220.5,AZ,West,Mountain
Arizona,AZ,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,813,33.9,3211.5,AZ,West,Mountain
Arizona,AZ,2020,F,Unknown or Not Stated,-9,179,28.9,3014.9,AZ,West,Mountain
Arizona,AZ,2020,M,8th grade or less,1,977,29.4,3261.8,AZ,West,Mountain
Arizona,AZ,2020,M,9th through 12th grade with no diploma,2,4888,25.2,3267.6,AZ,West,Mountain
Arizona,AZ,2020,M,High school graduate or GED completed,3,10585,26.7,3322.5,AZ,West,Mountain
Arizona,AZ,2020,M,"Some college credit, but not a degree",4,8998,28.4,3333.4,AZ,West,Mountain
Arizona,AZ,2020,M,"Associate degree (AA, AS)",5,3418,30.0,3349.2,AZ,West,Mountain
Arizona,AZ,2020,M,"Bachelor's degree (BA, AB, BS)",6,6699,31.3,3383.4,AZ,West,Mountain
Arizona,AZ,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2577,32.8,3369.2,AZ,West,Mountain
Arizona,AZ,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,828,34.0,3308.8,AZ,West,Mountain
Arizona,AZ,2020,M,Unknown or Not Stated,-9,203,29.5,3082.4,AZ,West,Mountain
Arizona,AZ,2021,F,8th grade or less,1,899,29.2,3183.5,AZ,West,Mountain
Arizona,AZ,2021,F,9th through 12th grade with no diploma,2,4417,25.3,3140.5,AZ,West,Mountain
Arizona,AZ,2021,F,High school graduate or GED completed,3,10448,26.9,3195.8,AZ,West,Mountain
Arizona,AZ,2021,F,"Some college credit, but not a degree",4,8413,28.5,3218.7,AZ,West,Mountain
Arizona,AZ,2021,F,"Associate degree (AA, AS)",5,3302,30.1,3251.6,AZ,West,Mountain
Arizona,AZ,2021,F,"Bachelor's degree (BA, AB, BS)",6,6921,31.2,3274.3,AZ,West,Mountain
Arizona,AZ,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2646,32.8,3217.8,AZ,West,Mountain
Arizona,AZ,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,808,34.1,3230.2,AZ,West,Mountain
Arizona,AZ,2021,F,Unknown or Not Stated,-9,174,28.4,2851.9,AZ,West,Mountain
Arizona,AZ,2021,M,8th grade or less,1,939,29.6,3276.0,AZ,West,Mountain
Arizona,AZ,2021,M,9th through 12th grade with no diploma,2,4648,25.3,3248.1,AZ,West,Mountain
Arizona,AZ,2021,M,High school graduate or GED completed,3,11011,26.9,3293.3,AZ,West,Mountain
Arizona,AZ,2021,M,"Some college credit, but not a degree",4,8692,28.6,3321.8,AZ,West,Mountain
Arizona,AZ,2021,M,"Associate degree (AA, AS)",5,3505,29.9,3317.7,AZ,West,Mountain
Arizona,AZ,2021,M,"Bachelor's degree (BA, AB, BS)",6,7362,31.2,3386.3,AZ,West,Mountain
Arizona,AZ,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2667,32.8,3357.0,AZ,West,Mountain
Arizona,AZ,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,892,34.3,3340.0,AZ,West,Mountain
Arizona,AZ,2021,M,Unknown or Not Stated,-9,172,29.5,2977.1,AZ,West,Mountain
Arkansas,AR,2016,F,8th grade or less,1,455,29.6,3237.2,AR,South,West South Central
Arkansas,AR,2016,F,9th through 12th grade with no diploma,2,2284,23.9,3099.7,AR,South,West South Central
Arkansas,AR,2016,F,High school graduate or GED completed,3,6053,25.1,3135.8,AR,South,West South Central
Arkansas,AR,2016,F,"Some college credit, but not a degree",4,4403,26.4,3186.9,AR,South,West South Central
Arkansas,AR,2016,F,"Associate degree (AA, AS)",5,1334,28.4,3257.0,AR,South,West South Central
Arkansas,AR,2016,F,"Bachelor's degree (BA, AB, BS)",6,2629,29.9,3281.6,AR,South,West South Central
Arkansas,AR,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,954,31.4,3313.0,AR,South,West South Central
Arkansas,AR,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,265,32.6,3285.3,AR,South,West South Central
Arkansas,AR,2016,F,Unknown or Not Stated,-9,122,26.4,2999.1,AR,South,West South Central
Arkansas,AR,2016,M,8th grade or less,1,473,29.2,3316.5,AR,South,West South Central
Arkansas,AR,2016,M,9th through 12th grade with no diploma,2,2440,23.9,3222.9,AR,South,West South Central
Arkansas,AR,2016,M,High school graduate or GED completed,3,6341,25.1,3236.2,AR,South,West South Central
Arkansas,AR,2016,M,"Some college credit, but not a degree",4,4761,26.6,3323.6,AR,South,West South Central
Arkansas,AR,2016,M,"Associate degree (AA, AS)",5,1473,28.4,3350.3,AR,South,West South Central
Arkansas,AR,2016,M,"Bachelor's degree (BA, AB, BS)",6,2901,29.9,3410.5,AR,South,West South Central
Arkansas,AR,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1007,31.3,3439.2,AR,South,West South Central
Arkansas,AR,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,269,32.5,3388.6,AR,South,West South Central
Arkansas,AR,2016,M,Unknown or Not Stated,-9,110,27.6,2999.9,AR,South,West South Central
Arkansas,AR,2017,F,8th grade or less,1,421,29.1,3167.6,AR,South,West South Central
Arkansas,AR,2017,F,9th through 12th grade with no diploma,2,2242,24.0,3105.2,AR,South,West South Central
Arkansas,AR,2017,F,High school graduate or GED completed,3,6204,25.2,3109.9,AR,South,West South Central
Arkansas,AR,2017,F,"Some college credit, but not a degree",4,4302,26.6,3181.8,AR,South,West South Central
Arkansas,AR,2017,F,"Associate degree (AA, AS)",5,1341,28.4,3206.3,AR,South,West South Central
Arkansas,AR,2017,F,"Bachelor's degree (BA, AB, BS)",6,2610,30.0,3282.2,AR,South,West South Central
Arkansas,AR,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,931,31.7,3269.9,AR,South,West South Central
Arkansas,AR,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,249,32.4,3250.5,AR,South,West South Central
Arkansas,AR,2017,F,Unknown or Not Stated,-9,93,27.4,2986.7,AR,South,West South Central
Arkansas,AR,2017,M,8th grade or less,1,451,28.6,3281.6,AR,South,West South Central
Arkansas,AR,2017,M,9th through 12th grade with no diploma,2,2333,24.2,3199.4,AR,South,West South Central
Arkansas,AR,2017,M,High school graduate or GED completed,3,6316,25.3,3230.2,AR,South,West South Central
Arkansas,AR,2017,M,"Some college credit, but not a degree",4,4532,26.7,3297.3,AR,South,West South Central
Arkansas,AR,2017,M,"Associate degree (AA, AS)",5,1382,28.5,3329.5,AR,South,West South Central
Arkansas,AR,2017,M,"Bachelor's degree (BA, AB, BS)",6,2746,29.9,3410.9,AR,South,West South Central
Arkansas,AR,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1017,31.5,3404.8,AR,South,West South Central
Arkansas,AR,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,246,32.4,3309.7,AR,South,West South Central
Arkansas,AR,2017,M,Unknown or Not Stated,-9,104,27.9,3064.2,AR,South,West South Central
Arkansas,AR,2018,F,8th grade or less,1,441,29.6,3211.6,AR,South,West South Central
Arkansas,AR,2018,F,9th through 12th grade with no diploma,2,2116,24.1,3079.8,AR,South,West South Central
Arkansas,AR,2018,F,High school graduate or GED completed,3,5804,25.2,3124.9,AR,South,West South Central
Arkansas,AR,2018,F,"Some college credit, but not a degree",4,4209,26.7,3165.4,AR,South,West South Central
Arkansas,AR,2018,F,"Associate degree (AA, AS)",5,1501,28.5,3228.2,AR,South,West South Central
Arkansas,AR,2018,F,"Bachelor's degree (BA, AB, BS)",6,2637,30.1,3283.6,AR,South,West South Central
Arkansas,AR,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1072,31.9,3283.6,AR,South,West South Central
Arkansas,AR,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,268,32.4,3237.6,AR,South,West South Central
Arkansas,AR,2018,F,Unknown or Not Stated,-9,140,27.4,2995.5,AR,South,West South Central
Arkansas,AR,2018,M,8th grade or less,1,419,29.6,3217.1,AR,South,West South Central
Arkansas,AR,2018,M,9th through 12th grade with no diploma,2,2185,24.3,3158.7,AR,South,West South Central
Arkansas,AR,2018,M,High school graduate or GED completed,3,6155,25.2,3225.9,AR,South,West South Central
Arkansas,AR,2018,M,"Some college credit, but not a degree",4,4357,26.8,3300.1,AR,South,West South Central
Arkansas,AR,2018,M,"Associate degree (AA, AS)",5,1477,28.3,3374.9,AR,South,West South Central
Arkansas,AR,2018,M,"Bachelor's degree (BA, AB, BS)",6,2654,30.0,3393.3,AR,South,West South Central
Arkansas,AR,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1115,31.7,3401.0,AR,South,West South Central
Arkansas,AR,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,311,32.6,3396.7,AR,South,West South Central
Arkansas,AR,2018,M,Unknown or Not Stated,-9,157,28.0,3067.4,AR,South,West South Central
Arkansas,AR,2019,F,8th grade or less,1,373,29.8,3230.5,AR,South,West South Central
Arkansas,AR,2019,F,9th through 12th grade with no diploma,2,1945,24.2,3086.7,AR,South,West South Central
Arkansas,AR,2019,F,High school graduate or GED completed,3,6009,25.2,3110.5,AR,South,West South Central
Arkansas,AR,2019,F,"Some college credit, but not a degree",4,4072,27.0,3160.6,AR,South,West South Central
Arkansas,AR,2019,F,"Associate degree (AA, AS)",5,1408,28.4,3203.2,AR,South,West South Central
Arkansas,AR,2019,F,"Bachelor's degree (BA, AB, BS)",6,2507,30.1,3274.9,AR,South,West South Central
Arkansas,AR,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1110,31.7,3301.8,AR,South,West South Central
Arkansas,AR,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,246,32.8,3289.5,AR,South,West South Central
Arkansas,AR,2019,F,Unknown or Not Stated,-9,135,26.9,3012.2,AR,South,West South Central
Arkansas,AR,2019,M,8th grade or less,1,426,29.0,3304.0,AR,South,West South Central
Arkansas,AR,2019,M,9th through 12th grade with no diploma,2,2019,24.2,3159.8,AR,South,West South Central
Arkansas,AR,2019,M,High school graduate or GED completed,3,6218,25.4,3220.0,AR,South,West South Central
Arkansas,AR,2019,M,"Some college credit, but not a degree",4,4278,26.8,3276.0,AR,South,West South Central
Arkansas,AR,2019,M,"Associate degree (AA, AS)",5,1481,28.6,3341.2,AR,South,West South Central
Arkansas,AR,2019,M,"Bachelor's degree (BA, AB, BS)",6,2758,30.0,3397.7,AR,South,West South Central
Arkansas,AR,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1134,31.4,3395.9,AR,South,West South Central
Arkansas,AR,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,303,32.9,3323.5,AR,South,West South Central
Arkansas,AR,2019,M,Unknown or Not Stated,-9,142,26.8,3057.4,AR,South,West South Central
Arkansas,AR,2020,F,8th grade or less,1,396,29.6,3149.8,AR,South,West South Central
Arkansas,AR,2020,F,9th through 12th grade with no diploma,2,1806,24.4,3089.0,AR,South,West South Central
Arkansas,AR,2020,F,High school graduate or GED completed,3,5793,25.4,3111.8,AR,South,West South Central
Arkansas,AR,2020,F,"Some college credit, but not a degree",4,3763,27.0,3162.5,AR,South,West South Central
Arkansas,AR,2020,F,"Associate degree (AA, AS)",5,1442,28.8,3219.5,AR,South,West South Central
Arkansas,AR,2020,F,"Bachelor's degree (BA, AB, BS)",6,2513,30.0,3251.9,AR,South,West South Central
Arkansas,AR,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1067,31.6,3255.8,AR,South,West South Central
Arkansas,AR,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,293,32.8,3242.6,AR,South,West South Central
Arkansas,AR,2020,F,Unknown or Not Stated,-9,138,27.1,2935.1,AR,South,West South Central
Arkansas,AR,2020,M,8th grade or less,1,427,29.2,3302.4,AR,South,West South Central
Arkansas,AR,2020,M,9th through 12th grade with no diploma,2,1866,24.1,3191.1,AR,South,West South Central
Arkansas,AR,2020,M,High school graduate or GED completed,3,6060,25.4,3230.9,AR,South,West South Central
Arkansas,AR,2020,M,"Some college credit, but not a degree",4,3903,27.1,3266.7,AR,South,West South Central
Arkansas,AR,2020,M,"Associate degree (AA, AS)",5,1498,28.4,3314.9,AR,South,West South Central
Arkansas,AR,2020,M,"Bachelor's degree (BA, AB, BS)",6,2687,30.1,3371.8,AR,South,West South Central
Arkansas,AR,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1118,31.5,3386.3,AR,South,West South Central
Arkansas,AR,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,304,32.5,3325.6,AR,South,West South Central
Arkansas,AR,2020,M,Unknown or Not Stated,-9,177,26.3,3165.8,AR,South,West South Central
Arkansas,AR,2021,F,8th grade or less,1,391,28.9,3173.9,AR,South,West South Central
Arkansas,AR,2021,F,9th through 12th grade with no diploma,2,1751,24.6,3045.4,AR,South,West South Central
Arkansas,AR,2021,F,High school graduate or GED completed,3,5872,25.5,3109.6,AR,South,West South Central
Arkansas,AR,2021,F,"Some college credit, but not a degree",4,3660,27.0,3183.4,AR,South,West South Central
Arkansas,AR,2021,F,"Associate degree (AA, AS)",5,1550,28.7,3191.8,AR,South,West South Central
Arkansas,AR,2021,F,"Bachelor's degree (BA, AB, BS)",6,2703,30.0,3249.2,AR,South,West South Central
Arkansas,AR,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1208,31.6,3247.1,AR,South,West South Central
Arkansas,AR,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,346,32.9,3222.8,AR,South,West South Central
Arkansas,AR,2021,F,Unknown or Not Stated,-9,188,28.3,2912.7,AR,South,West South Central
Arkansas,AR,2021,M,8th grade or less,1,393,29.6,3243.8,AR,South,West South Central
Arkansas,AR,2021,M,9th through 12th grade with no diploma,2,1756,24.4,3174.5,AR,South,West South Central
Arkansas,AR,2021,M,High school graduate or GED completed,3,6207,25.4,3221.5,AR,South,West South Central
Arkansas,AR,2021,M,"Some college credit, but not a degree",4,3759,27.1,3270.2,AR,South,West South Central
Arkansas,AR,2021,M,"Associate degree (AA, AS)",5,1507,28.7,3322.3,AR,South,West South Central
Arkansas,AR,2021,M,"Bachelor's degree (BA, AB, BS)",6,2837,30.0,3377.2,AR,South,West South Central
Arkansas,AR,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1304,31.8,3413.2,AR,South,West South Central
Arkansas,AR,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,342,32.9,3401.1,AR,South,West South Central
Arkansas,AR,2021,M,Unknown or Not Stated,-9,191,28.3,2853.5,AR,South,West South Central
California,CA,2016,F,8th grade or less,1,9981,31.4,3253.9,CA,West,Pacific
California,CA,2016,F,9th through 12th grade with no diploma,2,23614,26.6,3214.7,CA,West,Pacific
California,CA,2016,F,High school graduate or GED completed,3,57435,27.1,3235.8,CA,West,Pacific
California,CA,2016,F,"Some college credit, but not a degree",4,47094,28.4,3239.1,CA,West,Pacific
California,CA,2016,F,"Associate degree (AA, AS)",5,15512,30.5,3256.2,CA,West,Pacific
California,CA,2016,F,"Bachelor's degree (BA, AB, BS)",6,45550,32.3,3253.0,CA,West,Pacific
California,CA,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,20235,33.4,3240.1,CA,West,Pacific
California,CA,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6741,34.7,3223.9,CA,West,Pacific
California,CA,2016,F,Unknown or Not Stated,-9,12246,30.6,3200.7,CA,West,Pacific
California,CA,2016,M,8th grade or less,1,10245,31.4,3345.4,CA,West,Pacific
California,CA,2016,M,9th through 12th grade with no diploma,2,24405,26.6,3309.0,CA,West,Pacific
California,CA,2016,M,High school graduate or GED completed,3,59967,27.1,3335.3,CA,West,Pacific
California,CA,2016,M,"Some college credit, but not a degree",4,49404,28.4,3349.0,CA,West,Pacific
California,CA,2016,M,"Associate degree (AA, AS)",5,16283,30.4,3358.5,CA,West,Pacific
California,CA,2016,M,"Bachelor's degree (BA, AB, BS)",6,48516,32.2,3364.6,CA,West,Pacific
California,CA,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,21445,33.4,3354.4,CA,West,Pacific
California,CA,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7042,34.6,3324.8,CA,West,Pacific
California,CA,2016,M,Unknown or Not Stated,-9,13112,30.6,3308.0,CA,West,Pacific
California,CA,2017,F,8th grade or less,1,9023,31.3,3246.0,CA,West,Pacific
California,CA,2017,F,9th through 12th grade with no diploma,2,21081,27.0,3219.8,CA,West,Pacific
California,CA,2017,F,High school graduate or GED completed,3,55492,27.2,3229.8,CA,West,Pacific
California,CA,2017,F,"Some college credit, but not a degree",4,45345,28.6,3241.9,CA,West,Pacific
California,CA,2017,F,"Associate degree (AA, AS)",5,14970,30.6,3251.0,CA,West,Pacific
California,CA,2017,F,"Bachelor's degree (BA, AB, BS)",6,45727,32.4,3251.1,CA,West,Pacific
California,CA,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,20082,33.6,3243.9,CA,West,Pacific
California,CA,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6639,34.8,3218.0,CA,West,Pacific
California,CA,2017,F,Unknown or Not Stated,-9,11401,30.9,3205.3,CA,West,Pacific
California,CA,2017,M,8th grade or less,1,9238,31.4,3331.5,CA,West,Pacific
California,CA,2017,M,9th through 12th grade with no diploma,2,22095,26.9,3301.8,CA,West,Pacific
California,CA,2017,M,High school graduate or GED completed,3,57487,27.2,3329.7,CA,West,Pacific
California,CA,2017,M,"Some college credit, but not a degree",4,47897,28.6,3347.6,CA,West,Pacific
California,CA,2017,M,"Associate degree (AA, AS)",5,15877,30.5,3351.0,CA,West,Pacific
California,CA,2017,M,"Bachelor's degree (BA, AB, BS)",6,48441,32.4,3361.6,CA,West,Pacific
California,CA,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,21374,33.5,3347.8,CA,West,Pacific
California,CA,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7064,34.7,3326.7,CA,West,Pacific
